"url","Rank","Mountain 1","Mountain 1_link","Mountain 2","Mountain 3","Mountain 3_link","Heigh Tm 1","Height Ft","Prom Inen Cem","Range 1","Range 1_link","Range 2","Range 3","Range 3_link","Coordinates 1","Coordinates 1_alt","Coordinates 2","Coordinates 2_link","Coordinates 3","Coordinates 3_link","Coordinates 4","Coordinates 4_link","Coordinates 5","Coordinates 5_link","Coordinates 6","Coordinates 6_link","Coordinates 7","Coordinates 7_link","Parent 1","Parent 2","Parent 2_link","First Ascent 1","First Ascent 2","First Ascent 2_link","Ascents 1","Country With 1","Country With 2","Country With 2_link"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","54","Passu Sar","https://en.wikipedia.org/wiki/Passu_Sar","","[dp 1]","","7,476; 7,476","24,528","647","Batura","https://en.wikipedia.org/wiki/Batura_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°29′16″N 74°35′16″E / 36.48778°N 74.58778°E / 36.48778; 74.58778 (54. Passu Sar (7476 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_29_16_N_74_35_16_E_&title=54.+Passu+Sar+%287476+m%29","36°29′16″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_29_16_N_74_35_16_E_&title=54.+Passu+Sar+%287476+m%29","74°35′16″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_29_16_N_74_35_16_E_&title=54.+Passu+Sar+%287476+m%29","36.48778°N 74.58778°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_29_16_N_74_35_16_E_&title=54.+Passu+Sar+%287476+m%29","36.48778; 74.58778","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_29_16_N_74_35_16_E_&title=54.+Passu+Sar+%287476+m%29","54. Passu Sar (7476 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_29_16_N_74_35_16_E_&title=54.+Passu+Sar+%287476+m%29","Batura Sar","Batura Sar","https://en.wikipedia.org/wiki/Batura_Sar","1994","","","1 (0)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","55","Yukshin Gardan Sar","https://en.wikipedia.org/wiki/Yukshin_Gardan_Sar","","[dp 1]","","7,469; 7,469","24,505","1,374","Hispar","https://en.wikipedia.org/wiki/Hispar_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°15′04″N 75°22′29″E / 36.25111°N 75.37472°E / 36.25111; 75.37472 (55. Yukshin Gardan Sar (7469 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_04_N_75_22_29_E_&title=55.+Yukshin+Gardan+Sar+%287469+m%29","36°15′04″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_04_N_75_22_29_E_&title=55.+Yukshin+Gardan+Sar+%287469+m%29","75°22′29″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_04_N_75_22_29_E_&title=55.+Yukshin+Gardan+Sar+%287469+m%29","36.25111°N 75.37472°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_04_N_75_22_29_E_&title=55.+Yukshin+Gardan+Sar+%287469+m%29","36.25111; 75.37472","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_04_N_75_22_29_E_&title=55.+Yukshin+Gardan+Sar+%287469+m%29","55. Yukshin Gardan Sar (7469 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_15_04_N_75_22_29_E_&title=55.+Yukshin+Gardan+Sar+%287469+m%29","Pumari Chhish","Pumari Chhish","https://en.wikipedia.org/wiki/Pumari_Chhish","1984","","","4 (1)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","56","Teram Kangri","https://en.wikipedia.org/wiki/Teram_Kangri","I","[dp 2]; [dp 3]","; ","7,462; 7,462","24,482","1,703","Siachen","https://en.wikipedia.org/wiki/Siachen_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°34′48″N 77°04′42″E / 35.58000°N 77.07833°E / 35.58000; 77.07833 (56. Teram Kangri I (7462 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_34_48_N_77_04_42_E_&title=56.+Teram+Kangri+I+%287462+m%29","35°34′48″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_34_48_N_77_04_42_E_&title=56.+Teram+Kangri+I+%287462+m%29","77°04′42″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_34_48_N_77_04_42_E_&title=56.+Teram+Kangri+I+%287462+m%29","35.58000°N 77.07833°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_34_48_N_77_04_42_E_&title=56.+Teram+Kangri+I+%287462+m%29","35.58000; 77.07833","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_34_48_N_77_04_42_E_&title=56.+Teram+Kangri+I+%287462+m%29","56. Teram Kangri I (7462 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_34_48_N_77_04_42_E_&title=56.+Teram+Kangri+I+%287462+m%29","Gasherbrum I","Gasherbrum I","https://en.wikipedia.org/wiki/Gasherbrum_I","1975","","","2 (0)","India • China[dp 2][dp 3]","India; China; [dp 2]; [dp 3]","https://en.wikipedia.org/wiki/India; https://en.wikipedia.org/wiki/China; ; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","57","Jongsong Peak","https://en.wikipedia.org/wiki/Jongsong_Peak","","","","7,462; 7,462","24,482","1,298","Kangchenjunga","https://en.wikipedia.org/wiki/Kangchenjunga","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","27°52′54″N 88°08′09″E / 27.88167°N 88.13583°E / 27.88167; 88.13583 (57. Jongsong Peak (7462 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_52_54_N_88_08_09_E_&title=57.+Jongsong+Peak+%287462+m%29","27°52′54″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_52_54_N_88_08_09_E_&title=57.+Jongsong+Peak+%287462+m%29","88°08′09″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_52_54_N_88_08_09_E_&title=57.+Jongsong+Peak+%287462+m%29","27.88167°N 88.13583°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_52_54_N_88_08_09_E_&title=57.+Jongsong+Peak+%287462+m%29","27.88167; 88.13583","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_52_54_N_88_08_09_E_&title=57.+Jongsong+Peak+%287462+m%29","57. Jongsong Peak (7462 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_52_54_N_88_08_09_E_&title=57.+Jongsong+Peak+%287462+m%29","Kangchenjunga","Kangchenjunga","https://en.wikipedia.org/wiki/Kangchenjunga","1930","","","2 (3)","India • China • Nepal","India; China; Nepal","https://en.wikipedia.org/wiki/India; https://en.wikipedia.org/wiki/China; https://en.wikipedia.org/wiki/Nepal"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","58","Malubiting","https://en.wikipedia.org/wiki/Malubiting","","[dp 1]","","7,458; 7,458","24,469","2,193","Rakaposhi-Haramosh","https://en.wikipedia.org/wiki/Rakaposhi-Haramosh_Mountains","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°00′12″N 74°52′31″E / 36.00333°N 74.87528°E / 36.00333; 74.87528 (58. Malubiting (7458 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_00_12_N_74_52_31_E_&title=58.+Malubiting+%287458+m%29","36°00′12″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_00_12_N_74_52_31_E_&title=58.+Malubiting+%287458+m%29","74°52′31″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_00_12_N_74_52_31_E_&title=58.+Malubiting+%287458+m%29","36.00333°N 74.87528°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_00_12_N_74_52_31_E_&title=58.+Malubiting+%287458+m%29","36.00333; 74.87528","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_00_12_N_74_52_31_E_&title=58.+Malubiting+%287458+m%29","58. Malubiting (7458 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_00_12_N_74_52_31_E_&title=58.+Malubiting+%287458+m%29","Rakaposhi","Rakaposhi","https://en.wikipedia.org/wiki/Rakaposhi","1971","","","2 (6)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","59","Gangapurna","https://en.wikipedia.org/wiki/Annapurna","","","","7,455; 7,455","24,459","563","Annapurna","https://en.wikipedia.org/wiki/Annapurna","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°36′18″N 83°57′49″E / 28.60500°N 83.96361°E / 28.60500; 83.96361 (59. Gangapurna (7455 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_36_18_N_83_57_49_E_&title=59.+Gangapurna+%287455+m%29","28°36′18″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_36_18_N_83_57_49_E_&title=59.+Gangapurna+%287455+m%29","83°57′49″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_36_18_N_83_57_49_E_&title=59.+Gangapurna+%287455+m%29","28.60500°N 83.96361°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_36_18_N_83_57_49_E_&title=59.+Gangapurna+%287455+m%29","28.60500; 83.96361","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_36_18_N_83_57_49_E_&title=59.+Gangapurna+%287455+m%29","59. Gangapurna (7455 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_36_18_N_83_57_49_E_&title=59.+Gangapurna+%287455+m%29","Annapurna III","Annapurna III","https://en.wikipedia.org/wiki/Annapurna_III","1965","","","8 (13)","Nepal","Nepal","https://en.wikipedia.org/wiki/Nepal"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","60","Jengish Chokusu","https://en.wikipedia.org/wiki/Jengish_Chokusu","/; Tömür / Pk Pobeda","","","7,439; 7,439","24,406","4,148","Tian Shan","https://en.wikipedia.org/wiki/Tian_Shan","","","","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","42°02′05″N 80°07′47″E / 42.03472°N 80.12972°E / 42.03472; 80.12972 (60. Jengish Chokusu / Tömür / Pk Pobeda (7439 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=42_02_05_N_80_07_47_E_&title=60.+Jengish+Chokusu+%2F+T%C3%B6m%C3%BCr+%2F+Pk+Pobeda+%287439+m%29","42°02′05″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=42_02_05_N_80_07_47_E_&title=60.+Jengish+Chokusu+%2F+T%C3%B6m%C3%BCr+%2F+Pk+Pobeda+%287439+m%29","80°07′47″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=42_02_05_N_80_07_47_E_&title=60.+Jengish+Chokusu+%2F+T%C3%B6m%C3%BCr+%2F+Pk+Pobeda+%287439+m%29","42.03472°N 80.12972°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=42_02_05_N_80_07_47_E_&title=60.+Jengish+Chokusu+%2F+T%C3%B6m%C3%BCr+%2F+Pk+Pobeda+%287439+m%29","42.03472; 80.12972","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=42_02_05_N_80_07_47_E_&title=60.+Jengish+Chokusu+%2F+T%C3%B6m%C3%BCr+%2F+Pk+Pobeda+%287439+m%29","60. Jengish Chokusu / Tömür / Pk Pobeda (7439 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=42_02_05_N_80_07_47_E_&title=60.+Jengish+Chokusu+%2F+T%C3%B6m%C3%BCr+%2F+Pk+Pobeda+%287439+m%29","Ismail Samani Peak","Ismail Samani Peak","https://en.wikipedia.org/wiki/Ismail_Samani_Peak","1956","","","","Kyrgyzstan • China","Kyrgyzstan; China","https://en.wikipedia.org/wiki/Kyrgyzstan; https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","115","Sunanda Devi","https://en.wikipedia.org/wiki/Sunanda_Devi","/ Nanda Devi East","","","7,434; 7,434","24,390","229","Garhwal","https://en.wikipedia.org/wiki/Garhwal_Himalaya","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","30°22′00″N 79°59′40″E / 30.36667°N 79.99444°E / 30.36667; 79.99444 (Sunanda Devi (7434 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_22_00_N_79_59_40_E_&title=Sunanda+Devi+%287434+m%29","30°22′00″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_22_00_N_79_59_40_E_&title=Sunanda+Devi+%287434+m%29","79°59′40″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_22_00_N_79_59_40_E_&title=Sunanda+Devi+%287434+m%29","30.36667°N 79.99444°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_22_00_N_79_59_40_E_&title=Sunanda+Devi+%287434+m%29","30.36667; 79.99444","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_22_00_N_79_59_40_E_&title=Sunanda+Devi+%287434+m%29","Sunanda Devi (7434 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=30_22_00_N_79_59_40_E_&title=Sunanda+Devi+%287434+m%29","Nanda Devi","Nanda Devi","https://en.wikipedia.org/wiki/Nanda_Devi","1939","","","14 (12)","India","India","https://en.wikipedia.org/wiki/India"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","61","K12","https://en.wikipedia.org/wiki/K12_(mountain)","","[dp 1]; [dp 3]","; ","7,428; 7,428","24,370","1,978","Saltoro","https://en.wikipedia.org/wiki/Saltoro_Mountains","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°17′45″N 77°01′20″E / 35.29583°N 77.02222°E / 35.29583; 77.02222 (61. K12 (7428 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_17_45_N_77_01_20_E_&title=61.+K12+%287428+m%29","35°17′45″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_17_45_N_77_01_20_E_&title=61.+K12+%287428+m%29","77°01′20″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_17_45_N_77_01_20_E_&title=61.+K12+%287428+m%29","35.29583°N 77.02222°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_17_45_N_77_01_20_E_&title=61.+K12+%287428+m%29","35.29583; 77.02222","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_17_45_N_77_01_20_E_&title=61.+K12+%287428+m%29","61. K12 (7428 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_17_45_N_77_01_20_E_&title=61.+K12+%287428+m%29","Saltoro Kangri","Saltoro Kangri","https://en.wikipedia.org/wiki/Saltoro_Kangri","1974","","","4 (2)","India • Pakistan[dp 1][dp 3]","India; Pakistan; [dp 1]; [dp 3]","https://en.wikipedia.org/wiki/India; https://en.wikipedia.org/wiki/Pakistan; ; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","62","Yangra","https://en.wikipedia.org/wiki/Yangra","/; Ganesh I","","","7,422; 7,422","24,350","2,352","Ganesh","https://en.wikipedia.org/wiki/Ganesh_Himal","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","28°23′29″N 85°07′38″E / 28.39139°N 85.12722°E / 28.39139; 85.12722 (62. Yangra / Ganesh I (7422 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_29_N_85_07_38_E_&title=62.+Yangra+%2F+Ganesh+I+%287422+m%29","28°23′29″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_29_N_85_07_38_E_&title=62.+Yangra+%2F+Ganesh+I+%287422+m%29","85°07′38″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_29_N_85_07_38_E_&title=62.+Yangra+%2F+Ganesh+I+%287422+m%29","28.39139°N 85.12722°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_29_N_85_07_38_E_&title=62.+Yangra+%2F+Ganesh+I+%287422+m%29","28.39139; 85.12722","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_29_N_85_07_38_E_&title=62.+Yangra+%2F+Ganesh+I+%287422+m%29","62. Yangra / Ganesh I (7422 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=28_23_29_N_85_07_38_E_&title=62.+Yangra+%2F+Ganesh+I+%287422+m%29","Shishapangma","Shishapangma","https://en.wikipedia.org/wiki/Shishapangma","1955","","","1 (6)","Nepal • China","Nepal; China","https://en.wikipedia.org/wiki/Nepal; https://en.wikipedia.org/wiki/China"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","63","Sia Kangri","https://en.wikipedia.org/wiki/Sia_Kangri","","[dp 2]; [dp 3]","; ","7,422; 7,422","24,350","642","Siachen","https://en.wikipedia.org/wiki/Siachen_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°39′48″N 76°45′42″E / 35.66333°N 76.76167°E / 35.66333; 76.76167 (63. Sia Kangri (7422 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_39_48_N_76_45_42_E_&title=63.+Sia+Kangri+%287422+m%29","35°39′48″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_39_48_N_76_45_42_E_&title=63.+Sia+Kangri+%287422+m%29","76°45′42″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_39_48_N_76_45_42_E_&title=63.+Sia+Kangri+%287422+m%29","35.66333°N 76.76167°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_39_48_N_76_45_42_E_&title=63.+Sia+Kangri+%287422+m%29","35.66333; 76.76167","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_39_48_N_76_45_42_E_&title=63.+Sia+Kangri+%287422+m%29","63. Sia Kangri (7422 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_39_48_N_76_45_42_E_&title=63.+Sia+Kangri+%287422+m%29","Gasherbrum I","Gasherbrum I","https://en.wikipedia.org/wiki/Gasherbrum_I","1934","","","6 (0)","Pakistan • India • China[dp 2][dp 3]","Pakistan; India; China; [dp 2]; [dp 3]","https://en.wikipedia.org/wiki/Pakistan; https://en.wikipedia.org/wiki/India; https://en.wikipedia.org/wiki/China; ; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","64","Momhil Sar","https://en.wikipedia.org/wiki/Momhil_Sar","","[dp 1]","","7,414; 7,414","24,324","907","Hispar","https://en.wikipedia.org/wiki/Hispar_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","36°19′04″N 75°02′11″E / 36.31778°N 75.03639°E / 36.31778; 75.03639 (64. Momhil Sar (7414 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_19_04_N_75_02_11_E_&title=64.+Momhil+Sar+%287414+m%29","36°19′04″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_19_04_N_75_02_11_E_&title=64.+Momhil+Sar+%287414+m%29","75°02′11″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_19_04_N_75_02_11_E_&title=64.+Momhil+Sar+%287414+m%29","36.31778°N 75.03639°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_19_04_N_75_02_11_E_&title=64.+Momhil+Sar+%287414+m%29","36.31778; 75.03639","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_19_04_N_75_02_11_E_&title=64.+Momhil+Sar+%287414+m%29","64. Momhil Sar (7414 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=36_19_04_N_75_02_11_E_&title=64.+Momhil+Sar+%287414+m%29","Trivor","Trivor","https://en.wikipedia.org/wiki/Trivor","1964","","","2 (6)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","65","Kabru","https://en.wikipedia.org/wiki/Kabru","N","[13]","","7,412; 7,412","24,318","720","Kangchenjunga","https://en.wikipedia.org/wiki/Kangchenjunga","","Himalaya","https://en.wikipedia.org/wiki/Himalaya","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","27°38′02″N 88°07′00″E / 27.63389°N 88.11667°E / 27.63389; 88.11667 (65. Kabru N (7412 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_38_02_N_88_07_00_E_&title=65.+Kabru+N+%287412+m%29","27°38′02″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_38_02_N_88_07_00_E_&title=65.+Kabru+N+%287412+m%29","88°07′00″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_38_02_N_88_07_00_E_&title=65.+Kabru+N+%287412+m%29","27.63389°N 88.11667°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_38_02_N_88_07_00_E_&title=65.+Kabru+N+%287412+m%29","27.63389; 88.11667","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_38_02_N_88_07_00_E_&title=65.+Kabru+N+%287412+m%29","65. Kabru N (7412 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=27_38_02_N_88_07_00_E_&title=65.+Kabru+N+%287412+m%29","Kangchenjunga","Kangchenjunga","https://en.wikipedia.org/wiki/Kangchenjunga","1994","","","1 (2)[13]","India • Nepal","India; Nepal","https://en.wikipedia.org/wiki/India; https://en.wikipedia.org/wiki/Nepal"
"https://en.wikipedia.org/wiki/List_of_highest_mountains_on_Earth","66","Skil Brum","https://en.wikipedia.org/wiki/Skil_Brum","","[dp 1]","","7,410; 7,410","24,311","1,152","Baltoro","https://en.wikipedia.org/wiki/Baltoro_Muztagh","","Karakoram","https://en.wikipedia.org/wiki/Karakoram","https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/WMA_button2b.png/17px-WMA_button2b.png","Show location on an interactive map","35°51′03″N 76°25′43″E / 35.85083°N 76.42861°E / 35.85083; 76.42861 (66. Skil Brum (7410 m))","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_51_03_N_76_25_43_E_&title=66.+Skil+Brum+%287410+m%29","35°51′03″N","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_51_03_N_76_25_43_E_&title=66.+Skil+Brum+%287410+m%29","76°25′43″E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_51_03_N_76_25_43_E_&title=66.+Skil+Brum+%287410+m%29","35.85083°N 76.42861°E","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_51_03_N_76_25_43_E_&title=66.+Skil+Brum+%287410+m%29","35.85083; 76.42861","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_51_03_N_76_25_43_E_&title=66.+Skil+Brum+%287410+m%29","66. Skil Brum (7410 m)","https://tools.wmflabs.org/geohack/geohack.php?pagename=List_of_highest_mountains_on_Earth&params=35_51_03_N_76_25_43_E_&title=66.+Skil+Brum+%287410+m%29","K2","K2","https://en.wikipedia.org/wiki/K2","1957","","","2 (1)","Pakistan[dp 1]","Pakistan; [dp 1]","https://en.wikipedia.org/wiki/Pakistan; "
